time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.0082671302173025,0,7.49017386544194
20,2.14341341635067,0.00865789262063043,11.1751178439937,7.49017386544194
40,2.1976265174587,0.00887687567095763,9.08286634308494,7.49017386544194
60,2.23907007378393,0.00928871864670189,8.68015044164555,7.49017386544194
80,2.32401308085321,0.00913367586361522,7.94474522861151,7.49017386544194
100,2.41176080808657,0.0100051212562543,7.25275845025671,7.49017386544194
120,2.41176080808657,0.0101630968550373,7.14002127227344,7.49017386544194
140,2.58017511762451,0.011464315206039,7.7361989090391,7.49017386544194
160,3.60661162595544,0.0248052983007852,3.57545479656788,7.49017386544194
180,3.16739222244424,0.0200555402731185,4.82425150350458,7.49017386544194
