time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.00830338956036084,0,3.26907005934605
20,2.14341341635067,0.0086958658338788,4.00899341868795,3.26907005934605
40,2.1976265174587,0.00891580933618113,5.86514374354247,3.26907005934605
60,2.23907007378393,0.00932945864076637,1.86836504882934,3.26907005934605
80,2.32401308085321,0.00917373584547318,5.70024079912043,3.26907005934605
100,2.41176080808657,0.0100490033670274,1.73458340218101,3.26907005934605
120,2.41176080808657,0.0102076718412436,1.70762096587768,3.26907005934605
140,2.58017511762451,0.0115145972902761,4.54140965840643,3.26907005934605
160,3.60661162595544,0.0249140934687711,1.39927503047668,3.26907005934605
180,3.16739222244424,0.0201435031690533,2.59599846699247,3.26907005934605
