time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.0082671302173025,0,8.04640389979951
20,2.14341341635067,0.00865789262063043,12.5684258059532,8.04640389979951
40,2.1976265174587,0.00887687567095763,8.91518265675107,8.04640389979951
60,2.23907007378393,0.00928871864670189,8.51990151041517,8.04640389979951
80,2.32401308085321,0.00913367586361522,9.74759126125803,8.04640389979951
100,2.41176080808657,0.0100051212562543,7.90984596797227,8.04640389979951
120,2.41176080808657,0.0101630968550373,7.78689499437685,8.04640389979951
140,2.58017511762451,0.011464315206039,7.76595352022767,8.04640389979951
160,3.60661162595544,0.0248052983007852,2.79160509116646,8.04640389979951
180,3.16739222244424,0.0200555402731185,6.41223429007484,8.04640389979951
