time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.00830338956036084,0,7.45746568262342
20,2.14341341635067,0.0086958658338788,11.1263182027536,7.45746568262342
40,2.1976265174587,0.00891580933618113,9.04320317128108,7.45746568262342
60,2.23907007378393,0.00932945864076637,8.64224585456413,7.45746568262342
80,2.32401308085321,0.00917373584547318,7.91005201800622,7.45746568262342
100,2.41176080808657,0.0100490033670274,7.22108701597611,7.45746568262342
120,2.41176080808657,0.0102076718412436,7.10884214008011,7.45746568262342
140,2.58017511762451,0.0115145972902761,7.70241638105203,7.45746568262342
160,3.60661162595544,0.0249140934687711,3.55984145684488,7.45746568262342
180,3.16739222244424,0.0201435031690533,4.8031849030526,7.45746568262342
