time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.0082671302173025,0,2.89275743262903
20,2.14341341635067,0.00865789262063043,4.90127762451971,2.89275743262903
40,2.1976265174587,0.00887687567095763,3.58527625174109,2.89275743262903
60,2.23907007378393,0.00928871864670189,3.42631236268988,2.89275743262903
80,2.32401308085321,0.00913367586361522,3.48447350310782,2.89275743262903
100,2.41176080808657,0.0100051212562543,2.12065072926846,2.89275743262903
120,2.41176080808657,0.0101630968550373,5.21921811607523,2.89275743262903
140,2.58017511762451,0.011464315206039,0,2.89275743262903
160,3.60661162595544,0.0248052983007852,1.71071256077767,2.89275743262903
180,3.16739222244424,0.0200555402731185,1.5868957454814,2.89275743262903
