time,vpsat,mfvpd,gmin,gmin_mean
-51.97,3.5023920847666,0.00860115934372938,0,8.36389876506284
-24.13,3.58555453934448,0.00915760491384641,8.85811377247409,8.36389876506284
0,3.60661162595544,0.00956566934192504,4.89203669218204,8.36389876506284
23.18,3.62777621369572,0.00997816640309236,14.6460149446257,8.36389876506284
73.83,3.60661162595544,0.00921138529222411,7.26071264026924,8.36389876506284
125.4,3.44112675795921,0.0101408450627482,6.4775737759644,8.36389876506284
151.7,3.40080338569615,0.00935387964631556,13.7700691343886,8.36389876506284
173.7,3.34108970841208,0.00984604039807096,10.4257688905119,8.36389876506284
217.53,3.32138908682563,0.00880918520081453,8.77357182267673,8.36389876506284
245.77,3.34108970841208,0.0075486309718544,5.29699429404624,8.36389876506284
314.1,3.05601387718826,0.0102067261124166,3.23813168348944,8.36389876506284
