time,vpsat,mfvpd,gmin,gmin_mean
60,2.72551973514604,0.0143448407112949,0,5.40817371579128
120,2.54881165752038,0.0134147981974757,5.52181799410245,5.40817371579128
179,2.45671065437173,0.0129300560756407,7.76790308454611,5.40817371579128
240,2.3529468855806,0.0121259324147246,2.00286302388915,5.40817371579128
300,2.26707750089944,0.01168340378753,6.34011076062742,5.40817371579128
