time,vpsat,mfvpd,gmin,gmin_mean
0,3.22439584614933,0.0162642917838554,0,6.10964154009183
20,3.20529613825909,0.0161679502560357,12.7706391065829,6.10964154009183
40,3.16739222244424,0.0159767577424678,2.87188094857992,6.10964154009183
60,3.14858716098154,0.0158819024513571,4.33355005685254,6.10964154009183
80,3.12987946386527,0.0157875382792699,5.81260299978727,6.10964154009183
100,3.12987946386527,0.0154287305911047,7.43472476716975,6.10964154009183
120,3.11126870793437,0.0153369889305489,7.47919725124106,6.10964154009183
140,3.07433633416944,0.015154930914741,4.5414274507883,6.10964154009183
160,3.05601387718826,0.0143639308683616,3.19434468190978,6.10964154009183
180,3.05601387718826,0.0140135910910845,6.54840659791494,6.10964154009183
