time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.0082671302173025,0,6.17176443057088
20,2.14341341635067,0.00865789262063043,9.66523974396928,6.17176443057088
40,2.1976265174587,0.00887687567095763,8.24845751906815,6.17176443057088
60,2.23907007378393,0.00928871864670189,5.63052686804437,6.17176443057088
80,2.32401308085321,0.00913367586361522,8.01654590849056,6.17176443057088
100,2.41176080808657,0.0100051212562543,4.1818887404101,6.17176443057088
120,2.41176080808657,0.0101630968550373,7.20454925485155,6.17176443057088
140,2.58017511762451,0.011464315206039,5.4744182067579,6.17176443057088
160,3.60661162595544,0.0248052983007852,2.95181017321714,6.17176443057088
180,3.16739222244424,0.0200555402731185,4.17244346032886,6.17176443057088
