time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.0082671302173025,0,3.28340808592213
20,2.14341341635067,0.00865789262063043,4.02657672315588,3.28340808592213
40,2.1976265174587,0.00887687567095763,5.89086805820713,3.28340808592213
60,2.23907007378393,0.00928871864670189,1.87655963237684,3.28340808592213
80,2.32401308085321,0.00913367586361522,5.72524185525692,3.28340808592213
100,2.41176080808657,0.0100051212562543,1.7421912241204,3.28340808592213
120,2.41176080808657,0.0101630968550373,1.71511053151749,3.28340808592213
140,2.58017511762451,0.011464315206039,4.5613281218205,3.28340808592213
160,3.60661162595544,0.0248052983007852,1.40541220166298,3.28340808592213
180,3.16739222244424,0.0200555402731185,2.60738442518103,3.28340808592213
