time,vpsat,mfvpd,gmin,gmin_mean
0,3.22439584614933,0.0162642917838554,0,5.42669252710142
20,3.20529613825909,0.0161679502560357,8.3657043229266,5.42669252710142
40,3.16739222244424,0.0159767577424678,4.83760914376823,5.42669252710142
60,3.14858716098154,0.0158819024513571,4.86650195588676,5.42669252710142
80,3.12987946386527,0.0157875382792699,6.1194870897176,5.42669252710142
100,3.12987946386527,0.0154287305911047,5.00944059437344,5.42669252710142
120,3.11126870793437,0.0153369889305489,6.29925711728066,5.42669252710142
140,3.07433633416944,0.015154930914741,3.82495851239186,5.42669252710142
160,3.05601387718826,0.0143639308683616,5.38079095834209,5.42669252710142
180,3.05601387718826,0.0140135910910845,4.13648304922553,5.42669252710142
