time,vpsat,mfvpd,gmin,gmin_mean
0,3.22439584614933,0.0162642917838554,0,2.99283133412307
20,3.20529613825909,0.0161679502560357,4.280210881429,2.99283133412307
40,3.16739222244424,0.0159767577424678,2.88762120290702,2.99283133412307
60,3.14858716098154,0.0158819024513571,2.90486763485415,2.99283133412307
80,3.12987946386527,0.0157875382792699,2.92223040696826,2.99283133412307
100,3.12987946386527,0.0154287305911047,2.99018925364199,2.99283133412307
120,3.11126870793437,0.0153369889305489,3.00807574549165,2.99283133412307
140,3.07433633416944,0.015154930914741,3.04421212280046,2.99283133412307
160,3.05601387718826,0.0143639308683616,1.60592615049677,2.99283133412307
180,3.05601387718826,0.0140135910910845,3.29214860851827,2.99283133412307
