time,vpsat,mfvpd,gmin,gmin_mean
0,2.10352535529141,0.00830338956036084,0,6.14481349419284
20,2.14341341635067,0.0086958658338788,9.62303345687772,6.14481349419284
40,2.1976265174587,0.00891580933618113,8.21243805391938,6.14481349419284
60,2.23907007378393,0.00932945864076637,5.60593941447212,6.14481349419284
80,2.32401308085321,0.00917373584547318,7.98153915779846,6.14481349419284
100,2.41176080808657,0.0100490033670274,4.16362721752622,6.14481349419284
120,2.41176080808657,0.0102076718412436,7.17308834107491,6.14481349419284
140,2.58017511762451,0.0115145972902761,5.45051245039652,6.14481349419284
160,3.60661162595544,0.0249140934687711,2.93892017246073,6.14481349419284
180,3.16739222244424,0.0201435031690533,4.15422318320952,6.14481349419284
