"species","n","gmin_avg","gmin_median","gmin_sd","gmin_se","gmin_min","gmin_max"
"1","C_brachystachia","6","6.56873322405155","7.20579868013622","2.31104684591456","0.943480924026521","3.5421736813946","8.89982434594577"
"2","C_distishoclata","6","4.78948720241536","4.94708902654101","1.36466531462931","0.557122281752747","2.99283133412307","6.80123267434166"
"3","C_latistipula","6","5.39276619287382","5.37014651753969","2.15185417771813","0.878490789380949","2.87850161532819","8.01126676486589"
"4","C_nictitans","6","8.30466464981167","7.92630591938875","2.24639580293404","0.917087246253018","6.31081204473934","12.5950152833822"
